transliteration,devanagari,source_file
roman,devanagari,Data1.csv
romanized,devanagari,Data1.csv
jaba,जब,Data1.csv
timi,तिमी,Data1.csv
ayou,आयौ,Data1.csv
mero,मेरो,Data1.csv
jindagima,जिन्दगीमा,Data1.csv
haat,हात,Data1.csv
samai,समाई,Data1.csv
kahi,कहीँ,Data1.csv
door,दूर,Data1.csv
jana,जान,Data1.csv
beglai,बेग्लै,Data1.csv
bho,भो,Data1.csv
duniya,यो,Data1.csv
hijo,दुनियाँ,Data1.csv
bhanda,हिजोभन्दा,Data1.csv
achanak,अचानक,Data1.csv
badliyo,"बद्लियो,",Data1.csv
manau,"मानौँ,",Data1.csv
tyo,त्यो,Data1.csv
hoina,होइन,Data1.csv
bipanima,बिपनीमा,Data1.csv
maile,मैले,Data1.csv
bhuli,भुलिदिएँ,Data1.csv
diye,यो,Data1.csv
sara,सारा,Data1.csv
jamana,जमाना,Data1.csv
din,दिन,Data1.csv
duiguna,"दुईगुना,",Data1.csv
raat,रात,Data1.csv
chauguna,चौगुना,Data1.csv
mayako,मायाको,Data1.csv
yasto,यस्तो,Data1.csv
modma,मोडमा,Data1.csv
hami,हामी,Data1.csv
aaipugyou,आइपुग्यौँ,Data1.csv
bhabishyako,भविष्यको,Data1.csv
mitho,मीठो,Data1.csv
kalpana,कल्पना,Data1.csv
bhulisakyou,बुनिसक्यौँ,Data1.csv
chau,छौँ,Data1.csv
timro,तिम्रो,Data1.csv
pyaro,प्यारो,Data1.csv
manche,मान्छे,Data1.csv
cha,छ,Data1.csv
nai,नै,Data1.csv
hau,हौ,Data1.csv
malai,मलाई,Data1.csv
maya,माया,Data1.csv
garne,गर्ने,Data1.csv
khusi,खुसी,Data1.csv
dine,दिने,Data1.csv
nachutos,नछुटोस्,Data1.csv
hamro,हाम्रो,Data1.csv
darilo,दरिलो,Data1.csv
sath,साथ,Data1.csv
paschatap,पश्चात्ताप,Data1.csv
chaina,छैन,Data1.csv
kunai,कुनै,Data1.csv
yaha,यहाँ,Data1.csv
jaha,जहाँ,Data1.csv
jati,जति,Data1.csv
j,जे,Data1.csv
chha,छ,Data1.csv
afno,आफ्नो,Data1.csv
bhanne,भन्ने,Data1.csv
pagal,पागल,Data1.csv
banaki,बनाकी,Data1.csv
che,छे,Data1.csv
ghayal,घायल,Data1.csv
usko,उस्को,Data1.csv
bhet,भेट,Data1.csv
hunda,हुँदा,Data1.csv
u,ऊ,Data1.csv
bolaunche,बोलाउँछे,Data1.csv
jiskaudai,जिस्क्याउँदै,Data1.csv
ramailo,रमाइलो,Data1.csv
lagcha,लाग्छ,Data1.csv
jali,जाली,Data1.csv
rumal,रुमाल,Data1.csv
chadera,छाडेर,Data1.csv
janera,जानेले,Data1.csv
dharo,धरोधर्म,Data1.csv
dharma,यो,Data1.csv
kura,कुरा,Data1.csv
sancho,साँचो,Data1.csv
biteka,बितेका,Data1.csv
kurale,कुराले,Data1.csv
kehi,केही,Data1.csv
chota,चोट,Data1.csv
lagda,लाग्दा,Data1.csv
tadha,टाढा,Data1.csv
huda,हुँदा,Data1.csv
dherai,धेरै,Data1.csv
dukha,दुःख,Data1.csv
jastai,जस्तै,Data1.csv
timilai,तिमीलाई,Data1.csv
pani,पनि,Data1.csv
testai,त्यस्तै,Data1.csv
huna,हुन,Data1.csv
sakcha,सक्छ,Data1.csv
meri,मेरी,Data1.csv
mayalu,मायालु,Data1.csv
sangai,संगै,Data1.csv
base,बसे,Data1.csv
jasto,जस्तो,Data1.csv
bipanale,विपनाले,Data1.csv
jhaskai,झस्काइ,Data1.csv
dida,दिँदा,Data1.csv
kalpi,कल्पी,Data1.csv
roye,रोएँ,Data1.csv
bhane,भने,Data1.csv
kahile,कहिल्यै,Data1.csv
narunu,नरुनू,Data1.csv
milan,मिलन,Data1.csv
nabhai,नभइ,Data1.csv
bite,बितेँ,Data1.csv
bichalit,बिचलित,Data1.csv
nahunu,नहुनू,Data1.csv
kati,कति,Data1.csv
purano,पुरानो,Data1.csv
ho,हो,Data1.csv
bhanera,भनेर,Data1.csv
feri,फेरि,Data1.csv
kina,किन,Data1.csv
berthaima,ब्यर्थैमा,Data1.csv
metne,मेट्ने,Data1.csv
kosish,कोशिस,Data1.csv
garchau,गर्छौ,Data1.csv
harek,हरेक,Data1.csv
maanis,मानिस,Data1.csv
aatma,आत्मा,Data1.csv
kate,काटे,Data1.csv
dukhcha,दुख्छ,Data1.csv
man,मन,Data1.csv
jiuna,जिउन,Data1.csv
deu,देउ,Data1.csv
ma,म,Data1.csv
hu,हुँ,Data1.csv
prakriti,प्रकृति,Data1.csv
hasna,हाँस्न,Data1.csv
bachna,बाँच्न,Data1.csv
marchau,मार्छौ,Data1.csv
tyati,त्यति,Data1.csv
bujdainau,बुझ्दैनौ,Data1.csv
maan,मन,Data1.csv
ki,कि,Data1.csv
dhunga,ढुंगा,Data1.csv
ramna,रम्न,Data1.csv
ujaad,उजाड,Data1.csv
mausamma,मौसममा,Data1.csv
suna,सुन,Data1.csv
dhadkan,धड्कन,Data1.csv
ekchin,एकछिन,Data1.csv
pachi,पछि,Data1.csv
yasko,यसको,Data1.csv
aawaj,आवाज,Data1.csv
timlai,तिमीलाई,Data1.csv
sadhai,सधैं,Data1.csv
daaki,डाकी,Data1.csv
rahancha,रहन्छ,Data1.csv
paari,पारी,Data1.csv
dadama,डाँडामा,Data1.csv
hera,हेर,Data1.csv
gham,घाम,Data1.csv
ghamailo,घमाइलो,Data1.csv
lagyo,लाग्यो,Data1.csv
ra,र,Data1.csv
ghumna,घुम्न,Data1.csv
jaau,जाउँन,Data1.csv
kali,काली,Data1.csv
banaula,बनाउला,Data1.csv
pirati,पिरतीको,Data1.csv
ko,छाता,Data1.csv
chata,ओढाउ,Data1.csv
odau,न,Data1.csv
khola,खोला,Data1.csv
bagau,बगौं,Data1.csv
machi,माछी,Data1.csv
marau,मारौ,Data1.csv
jalaima,जालैमा,Data1.csv
hunchha,हुन्छ,Data1.csv
hunna,हुन्न,Data1.csv
vana,भनन,Data1.csv
ajkalto,अच्कल्टो,Data1.csv
mai,मै,Data1.csv
chadchau,छाड्छौं,Data1.csv
sindur,सिन्दुर,Data1.csv
lauchau,लाउँछौं,Data1.csv
bhana,भनन,Data1.csv
o,ओ,Data1.csv
baiguni,बैगुनी,Data1.csv
bhai,भै,Data1.csv
namare,नमारे,Data1.csv
ni,नि,Data1.csv
kaile,कैले,Data1.csv
nisthuri,निष्ठूरी,Data1.csv
najanu,नजानु,Data1.csv
sampati,सम्पत्ति,Data1.csv
kamayinchha,कमाइन्छ,Data1.csv
ye,ए,Data1.csv
garchhau,गर्छु,Data1.csv
hajura,हजुर,Data1.csv
tadako,टाढाको,Data1.csv
mahi,म्वाइँ,Data1.csv
pugena,पुगेन,Data1.csv
bhawanama,भावनामा,Data1.csv
aau,नआऊ,Data1.csv
yadama,यादमा,Data1.csv
kada,काँडा,Data1.csv
dekhi,देखि,Data1.csv
darai,डराई,Data1.csv
nabhagne,नभाग्ने,Data1.csv
gara,गर,Data1.csv
manchhe,मान्छे,Data1.csv
ke,के,Data1.csv
bhanchhan,भन्छन्,Data1.csv
maanle,मनले,Data1.csv
je,के,Data1.csv
bhanchha,भन्छ,Data1.csv
ti,एकदिन,Data1.csv
sabale,सबले,Data1.csv
chinchha,सुन्छ,Data1.csv
nalukai,नलुकाई,Data1.csv
maanka,मनका,Data1.csv
bimbaharu,विम्बहरू,Data1.csv
desh,देश,Data1.csv
nepal,नेपाल,Data1.csv
dui,दुई,Data1.csv
deshharu,देशहरु,Data1.csv
dwara,द्वारा,Data1.csv
gherieko,घेरिएको,Data1.csv
china,चीन,Data1.csv
uttarpatti,उतरपट्टि,Data1.csv
awasthit,अवस्थित,Data1.csv
paschim,पश्चिम,Data1.csv
purva,पुर्व,Data1.csv
dakshin,दक्षिण,Data1.csv
bharatle,भारतले,Data1.csv
dhakeko,ढाकेको,Data1.csv
tin,तीन,Data1.csv
bhaugolik,भौगोलिक,Data1.csv
kshetraharu,क्षेत्रहरू,Data1.csv
chhan,छन्,Data1.csv
himalaya,हिमालय,Data1.csv
parbatiya,पर्वतीय,Data1.csv
tarai,तराई,Data1.csv
deshma,देशमा,Data1.csv
jadoma,जाडोमा,Data1.csv
chiso,चिसो,Data1.csv
sukhha,सुख्खा,Data1.csv
garmima,गर्मीमा,Data1.csv
andhibehari,आँधीबेहरी,Data1.csv
barsha,बर्षा,Data1.csv
badhipahiro,बाढिपहिरो,Data1.csv
hunachhan,हुनछन्,Data1.csv
yasma,यसमा,Data1.csv
koshi,कोशी,Data1.csv
gandaki,गण्डकी,Data1.csv
karnali,कर्णाली,Data1.csv
jasta,जस्ता,Data1.csv
lamo,लामो,Data1.csv
chaunda,चौंडा,Data1.csv
nadiharu,नदीहरू,Data1.csv
hamisanga,हामीसँग,Data1.csv
rupa,रुपा,Data1.csv
beganas,बेगनास,Data1.csv
rara,रारा,Data1.csv
thula,ठूला,Data1.csv
talharu,तालहरू,Data1.csv
hariyo,हरियो,Data1.csv
upatyaka,उपत्यका,Data1.csv
sundar,सुन्दर,Data1.csv
jharna,झरना,Data1.csv
aadi,आदि,Data1.csv
lumbini,लुम्बिनी,Data1.csv
gorkha,गोरखा,Data1.csv
janakpur,जनकपुर,Data1.csv
kathmandu,काठमाडौं,Data1.csv
prakhyat,प्रख्यात,Data1.csv
udaharanaharu,उदाहरणहरू,Data1.csv
hun,हुन्,Data1.csv
atyadhik,अत्यधिक,Data1.csv
vividh,विविध,Data1.csv
dhani,धनी,Data1.csv
bhugol,भूगोल,Data1.csv
sanskriti,संस्कृति,Data1.csv
dharmharuko,धर्महरूको,Data1.csv
himali,हिमाली,Data1.csv
uttarma,उत्तरमा,Data1.csv
vishwaka,विश्वका,Data1.csv
chaudha,१४,Data1.csv
uchchatam,उच्चतम,Data1.csv
pahadharumaddhye,पहाडहरूमध्ये,Data1.csv
aath,आठ,Data1.csv
urvara,उर्वर,Data1.csv
ardra,आर्द्र,Data1.csv
kshetra,क्षेत्र,Data1.csv
sahari,शहरी,Data1.csv
dharmaka,धर्मका,Data1.csv
manis,मानिस,Data1.csv
baschan,बस्छन्,Data1.csv
lagbhag,लगभग,Data1.csv
saya,सय,Data1.csv
bhashaharu,भाषाहरु,Data1.csv
bolinchhan,बोलिन्छन्,Data1.csv
lokapriya,लोकप्रिय,Data1.csv
khanaharu,खानाहरू,Data1.csv
dal,दाल,Data1.csv
bhat,भाट,Data1.csv
dindo,डिन्डो,Data1.csv
gunrdruk,गुनर्दुक,Data1.csv
ityadi,इत्यादि,Data1.csv
dashain,दशैं,Data1.csv
tihar,तिहार,Data1.csv
losar,लोसार,Data1.csv
sabhaibhanda,सबैभन्दा,Data1.csv
chadparvaharu,चाडपर्वहरू,Data1.csv
sano,सानो,Data1.csv
tara,तर,Data1.csv
prakritik,प्राकृतिक,Data1.csv
srotsadhanma,स्रोतसाधनमा,Data1.csv
arthik,आर्थिक,Data1.csv
awasthale,अवस्थाले,Data1.csv
garda,गर्दा,Data1.csv
garib,गरीब,Data1.csv
vikaasonmukh,विकासोन्मुख,Data1.csv
chado,चाँडै,Data1.csv
vikas,विकास,Data1.csv
garnaka,गर्नका,Data1.csv
lagi,लागि,Data1.csv
aajdekhi,आजदेखि,Data1.csv
hamile,हामीले,Data1.csv
deshko,देशको,Data1.csv
sabai,सबै,Data1.csv
nagarikta,नागरिकता,Data1.csv
bare,बारे,Data1.csv
sachet,सचेत,Data1.csv
hunupardhachha,हुनुपर्दछ,Data1.csv
purush,पुरुष,Data1.csv
mahila,महिला,Data1.csv
dubai,दुबै,Data1.csv
saman,समान,Data1.csv
shiksha,शिक्षा,Data1.csv
pradan,प्रदान,Data1.csv
gardachha,गर्दछ,Data1.csv
sarkarle,सरकारले,Data1.csv
agrim,अग्रिम,Data1.csv
karyakram,कार्यक्रम,Data1.csv
lyaunu,ल्याउनु,Data1.csv
pardachha,पर्दछ,Data1.csv
nagarik,नागरिक,Data1.csv
sarkar,सरकार,Data1.csv
dubailai,दुबैलाई,Data1.csv
faida,फाइदा,Data1.csv
puryaune,पुर्‍याउने,Data1.csv
bibhinna,बिभिन्न,Data1.csv
suvidha,सुविधा,Data1.csv
gari,गरी,Data1.csv
nagariklai,नागरिकलाई,Data1.csv
sahayog,सहयोग,Data1.csv
garnupardachha,गर्नुपर्दछ,Data1.csv
ek,एक,Data1.csv
tyasobhaye,त्यसोभए,Data1.csv
yaslai,यसलाई,Data1.csv
vishwabhar,विश्वभर,Data1.csv
prakashit,प्रकाशित,Data1.csv
garnuparnechha,गर्नुपर्नेछ,Data1.csv
jun,जुन,Data1.csv
pratyaksha,प्रत्यक्ष,Data1.csv
wa,वा,Data1.csv
apratyaksha,अप्रत्यक्ष,Data1.csv
rupma,रूपमा,Data1.csv
paryataklai,पर्यटकलाई,Data1.csv
aakarshit,आकर्षित,Data1.csv
garna,गर्न,Data1.csv
maddhat,मद्दत,Data1.csv
aafno,आफ्नो,Data1.csv
awastha,अवस्था,Data1.csv
niyantran,नियन्त्रण,Data1.csv
sakchau,सक्छौं,Data1.csv
saphalata,सफलता,Data1.csv
hamra,हाम्रा,Data1.csv
balharu,बलहरू,Data1.csv
garera,गरेर,Data1.csv
prapta,प्राप्त,Data1.csv
kamajoriharu,कमजोरीहरू,Data1.csv
hataera,हटाएर,Data1.csv
prakritima,प्रकृतिमा,Data1.csv
sahaj,सहज,Data1.csv
paine,पाइने,Data1.csv
manisbata,मानिसबाट,Data1.csv
nabanaeka,नबनाइएका,Data1.csv
vastu,वस्तु,Data1.csv
sampada,सम्पदा,Data1.csv
ajha,अझ,Data1.csv
spashta,स्पष्ट,Data1.csv
shabdama,शब्दमा,Data1.csv
nepalma,नेपालमा,Data1.csv
himal,हिमाल,Data1.csv
pahad,पहाड,Data1.csv
taramandal,तारामण्डल,Data1.csv
nadinala,नदीनाला,Data1.csv
taltalaiya,तालतलैया,Data1.csv
jal,जल,Data1.csv
vayu,वायु,Data1.csv
khanij,खनिज,Data1.csv
padartha,पदार्थ,Data1.csv
jivjantu,जीवजन्तु,Data1.csv
vanaspati,वनस्पति,Data1.csv
yi,यी,Data1.csv
nepalko,नेपालको,Data1.csv
akshaya,अक्षय,Data1.csv
bhandar,भण्डार,Data1.csv
sampadabata,सम्पदाबाट,Data1.csv
manisle,मानिसले,Data1.csv
ekatir,एकातिर,Data1.csv
bharpura,भरपुर,Data1.csv
manoranjan,मनोरञ्जन,Data1.csv
gareka,गरेका,Data1.csv
arkotir,अर्कोतिर,Data1.csv
manisko,मानिसको,Data1.csv
mihineta,मिहिनेत,Data1.csv
paurakh,पौरख,Data1.csv
buddhi,बुद्धि,Data1.csv
kshamata,क्षमता,Data1.csv
pokhinda,पोखिंदा,Data1.csv
yinaibata,यिनैबाट,Data1.csv
jibanma,जीवनमा,Data1.csv
pran,प्राण,Data1.csv
dhanta,धान्त,Data1.csv
